grid_id,type
grid.423712.1,Company
grid.423713.0,Company
grid.423714.7,Company
grid.423715.6,Facility
grid.423716.5,Facility
grid.423717.4,Company
grid.423718.b,Other
grid.423719.a,Nonprofit
grid.423720.0,Nonprofit
grid.423721.1,Company
grid.423722.2,Company
grid.423723.3,Other
grid.423724.4,Nonprofit
grid.423726.6,Education
grid.423727.7,Company
grid.423728.8,Company
grid.423729.9,Company
grid.423730.1,Other
grid.423731.0,Company
grid.423732.3,Company
grid.423733.2,Other
grid.423734.5,Government
grid.423735.4,Other
grid.423736.7,Company
grid.423737.6,Healthcare
grid.423738.9,Company
grid.423739.8,Nonprofit
grid.423740.6,Other
grid.423741.7,Nonprofit
grid.423742.4,Company
grid.423743.5,Other
grid.423744.2,Company
grid.423745.3,Company
grid.423746.0,Other
grid.423747.1,Facility
grid.423748.e,Company
grid.423749.f,Nonprofit
grid.423750.7,Company
grid.423751.6,Facility
grid.423752.5,Company
grid.423753.4,Other
grid.423754.3,Company
grid.423755.2,Government
grid.423756.1,Facility
grid.423757.0,Government
grid.423758.f,Company
grid.423759.e,Facility
grid.423760.4,Nonprofit
grid.423761.5,Government
grid.423762.6,Company
grid.423763.7,Other
grid.423764.0,Company
grid.423765.1,Nonprofit
grid.423766.2,Other
grid.423767.3,Company
grid.423768.c,Company
grid.423769.d,Facility
grid.423770.5,Government
grid.423771.4,Nonprofit
grid.423772.7,Company
grid.423773.6,Company
grid.423774.1,Company
grid.423775.0,Government
grid.423776.3,Nonprofit
grid.423777.2,Facility
grid.423778.d,Government
grid.423779.c,Company
grid.423780.a,Company
grid.423781.b,Facility
grid.423782.8,Government
grid.423783.9,Government
grid.423784.e,Government
grid.423785.f,Company
grid.423787.d,Company
grid.423788.2,Government
grid.423789.3,Company
grid.423790.b,Government
grid.423791.a,Company
grid.423792.9,Government
grid.423793.8,Facility
grid.423794.f,Company
grid.423795.e,Company
grid.423796.d,Company
grid.423797.c,Other
grid.423798.3,Company
grid.423799.2,Facility
grid.423800.d,Facility
grid.423801.c,Other
grid.423802.f,Company
grid.423803.e,Company
grid.423804.9,Facility
grid.423805.8,Facility
grid.423806.b,Company
grid.423808.5,Company
grid.423810.c,Company
grid.423811.d,Facility
grid.423812.e,Education
grid.423813.f,Company
grid.423814.8,Facility
grid.423815.9,Company
grid.423816.a,Facility
grid.423817.b,Company
grid.423818.4,Facility
grid.423819.5,Company
grid.423820.f,Company
grid.423822.d,Other
grid.423823.c,Government
grid.423824.b,Facility
grid.423825.a,Nonprofit
grid.423826.9,Company
grid.423829.6,Education
grid.423830.e,Nonprofit
grid.423831.f,Company
grid.423832.c,Facility
grid.423833.d,Company
grid.423834.a,Nonprofit
grid.423835.b,Company
grid.423836.8,Company
grid.423837.9,Facility
grid.423838.6,Company
grid.423839.7,Company
grid.423840.9,Company
grid.423841.8,Other
grid.423842.b,Facility
grid.423843.a,Company
grid.423844.d,Government
grid.423846.f,Education
grid.423847.e,Other
grid.423848.1,Government
grid.423849.0,Healthcare
grid.423850.8,Government
grid.423851.9,Company
grid.423852.a,Healthcare
grid.423853.b,Other
grid.423854.c,Company
grid.423855.d,Government
grid.423856.e,Company
grid.423857.f,Company
grid.423858.0,Other
grid.423859.1,Company
grid.423860.b,Nonprofit
grid.423861.a,Nonprofit
grid.423862.9,Company
grid.423863.8,Company
grid.423864.f,Healthcare
grid.423865.e,Company
grid.423866.d,Company
grid.423868.3,Company
grid.423869.2,Company
grid.423870.a,Company
grid.423871.b,Education
grid.423874.e,Company
grid.423875.f,Nonprofit
grid.423877.d,Other
grid.423878.2,Nonprofit
grid.423879.3,Facility
grid.423880.5,Company
grid.423881.4,Government
grid.423882.7,Company
grid.423884.1,Company
grid.423885.0,Facility
grid.423886.3,Company
grid.423887.2,Other
grid.423888.d,Government
grid.423889.c,Company
grid.423890.4,Company
grid.423891.5,Company
grid.423892.6,Facility
grid.423893.7,Company
grid.423895.1,Company
grid.423896.2,Nonprofit
grid.423897.3,Company
grid.423898.c,Healthcare
grid.423899.d,Company
grid.423900.c,Company
grid.423901.d,Company
grid.423902.e,Government
grid.423903.f,Government
grid.423904.8,Facility
grid.423905.9,Facility
grid.423907.b,Nonprofit
grid.423908.4,Other
grid.423909.5,Company
grid.423910.d,Company
grid.423911.c,Company
grid.423912.f,Other
grid.423913.e,Company
grid.423914.9,Company
grid.423915.8,Company
grid.423916.b,Nonprofit
grid.423917.a,Nonprofit
grid.423918.5,Company
grid.423919.4,Company
grid.423920.e,Other
grid.423921.f,Facility
grid.423922.c,Nonprofit
grid.423923.d,Other
grid.423924.a,Facility
grid.423925.b,Other
grid.423926.8,Company
grid.423927.9,Company
grid.423928.6,Facility
grid.423929.7,Facility
grid.423930.f,Facility
grid.423931.e,Government
grid.423932.d,Facility
grid.423933.c,Company
grid.423934.b,Facility
grid.423935.a,Company
grid.423937.8,Other
grid.423938.7,Facility
grid.423939.6,Nonprofit
grid.423940.8,Facility
grid.423941.9,Company
grid.423942.a,Company
grid.423943.b,Company
grid.423944.c,Company
grid.423945.d,Company
grid.423946.e,Nonprofit
grid.423947.f,Company
grid.423948.0,Company
grid.423949.1,Company
grid.423950.9,Company
grid.423952.b,Company
grid.423953.a,Other
grid.423954.d,Company
grid.423955.c,Other
grid.423956.f,Company
grid.423957.e,Nonprofit
grid.423958.1,Company
grid.423959.0,Company
grid.423960.a,Company
grid.423961.b,Company
grid.423962.8,Nonprofit
grid.423963.9,Company
grid.423964.e,Other
grid.423965.f,Company
grid.423966.c,Government
grid.423967.d,Nonprofit
grid.423968.2,Company
grid.423969.3,Facility
grid.423970.b,Company
grid.423971.a,Company
grid.423972.9,Company
grid.423973.8,Company
grid.423974.f,Company
grid.423975.e,Company
grid.423976.d,Company
grid.423977.c,Education
grid.423978.3,Nonprofit
grid.423979.2,Company
grid.423980.4,Other
grid.423981.5,Other
grid.423982.6,Company
grid.423983.7,Other
grid.423984.0,Nonprofit
grid.423985.1,Company
grid.423986.2,Facility
grid.423987.3,Nonprofit
grid.423988.c,Company
grid.423989.d,Facility
grid.423990.5,Company
grid.423991.4,Company
grid.423992.7,Company
grid.423993.6,Company
grid.423994.1,Company
grid.423995.0,Company
grid.423996.3,Company
grid.423997.2,Company
grid.423998.d,Other
grid.423999.c,Company
grid.424000.2,Facility
grid.424001.3,Company
grid.424002.0,Company
grid.424003.1,Company
grid.424004.6,Company
grid.424005.7,Company
grid.424006.4,Company
grid.424007.5,Company
grid.424008.a,Education
grid.424009.b,Company
grid.424010.3,Company
grid.424011.2,Company
grid.424012.1,Company
grid.424013.0,Company
grid.424014.7,Facility
grid.424015.6,Government
grid.424016.5,Company
grid.424017.4,Company
grid.424018.b,Government
grid.424019.a,Company
grid.424020.0,Government
grid.424021.1,Nonprofit
grid.424022.2,Company
grid.424023.3,Facility
grid.424024.4,Company
grid.424025.5,Company
grid.424026.6,Company
grid.424027.7,Nonprofit
grid.424028.8,Company
grid.424029.9,Company
grid.424030.1,Company
grid.424031.0,Company
grid.424032.3,Company
grid.424034.5,Nonprofit
grid.424035.4,Company
grid.424036.7,Company
grid.424037.6,Company
grid.424038.9,Company
grid.424039.8,Education
grid.424040.6,Company
grid.424041.7,Company
grid.424042.4,Company
grid.424043.5,Company
grid.424044.2,Company
grid.424045.3,Company
grid.424046.0,Company
grid.424047.1,Company
grid.424048.e,Facility
grid.424049.f,Other
grid.424050.7,Company
grid.424052.5,Company
grid.424053.4,Facility
grid.424054.3,Company
grid.424055.2,Company
grid.424056.1,Company
grid.424057.0,Company
grid.424058.f,Company
grid.424059.e,Company
grid.424060.4,Education
grid.424061.5,Company
grid.424062.6,Company
grid.424063.7,Company
grid.424064.0,Nonprofit
grid.424065.1,Facility
grid.424066.2,Company
grid.424067.3,Company
grid.424068.c,Company
grid.424069.d,Company
grid.424070.5,Company
grid.424071.4,Company
grid.424072.7,Company
grid.424073.6,Company
grid.424074.1,Company
grid.424076.3,Company
grid.424077.2,Company
grid.424078.d,Company
grid.424079.c,Company
grid.424080.a,Company
grid.424081.b,Nonprofit
grid.424082.8,Nonprofit
grid.424083.9,Company
grid.424084.e,Other
grid.424085.f,Company
grid.424086.c,Company
grid.424087.d,Education
grid.424088.2,Company
grid.424089.3,Company
grid.424090.b,Company
grid.424091.a,Nonprofit
grid.424092.9,Company
grid.424093.8,Company
grid.424094.f,Company
grid.424095.e,Nonprofit
grid.424096.d,Other
grid.424097.c,Company
grid.424099.2,Company
grid.424100.3,Company
grid.424101.2,Company
grid.424102.1,Company
grid.424103.0,Company
grid.424105.6,Archive
grid.424106.5,Company
grid.424107.4,Nonprofit
grid.424108.b,Company
grid.424109.a,Government
grid.424110.2,Company
grid.424112.0,Government
grid.424113.1,Company
grid.424114.6,Healthcare
grid.424115.7,Other
grid.424116.4,Company
grid.424118.a,Company
grid.424119.b,Company
grid.424121.0,Company
grid.424123.2,Company
grid.424124.5,Company
grid.424125.4,Company
grid.424126.7,Nonprofit
grid.424127.6,Company
grid.424128.9,Company
grid.424129.8,Company
grid.424130.0,Company
grid.424131.1,Company
grid.424132.2,Company
grid.424134.4,Company
grid.424135.5,Company
grid.424136.6,Company
grid.424137.7,Company
grid.424139.9,Company
grid.424140.7,Facility
grid.424141.6,Company
grid.424142.5,Facility
grid.424143.4,Company
grid.424144.3,Company
grid.424145.2,Company
grid.424146.1,Company
grid.424147.0,Company
grid.424148.f,Company
grid.424149.e,Government
grid.424150.6,Facility
grid.424151.7,Company
grid.424152.4,Other
grid.424153.5,Company
grid.424154.2,Company
grid.424155.3,Company
grid.424156.0,Company
grid.424157.1,Company
grid.424158.e,Company
grid.424159.f,Company
grid.424160.5,Company
grid.424161.4,Company
grid.424162.7,Company
grid.424163.6,Other
grid.424164.1,Facility
grid.424165.0,Healthcare
grid.424166.3,Nonprofit
grid.424167.2,Company
grid.424168.d,Other
grid.424169.c,Company
grid.424170.4,Company
grid.424171.5,Company
grid.424172.6,Facility
grid.424173.7,Company
grid.424174.0,Archive
grid.424175.1,Education
grid.424176.2,Company
grid.424177.3,Company
grid.424178.c,Company
grid.424179.d,Company
grid.424180.b,Other
grid.424181.a,Company
grid.424182.9,Education
grid.424183.8,Company
grid.424184.f,Company
grid.424185.e,Company
grid.424186.d,Company
grid.424187.c,Facility
grid.424188.3,Company
grid.424189.2,Other
grid.424190.a,Company
grid.424191.b,Other
grid.424192.8,Company
grid.424193.9,Company
grid.424194.e,Company
grid.424195.f,Facility
grid.424196.c,Company
grid.424197.d,Company
grid.424199.3,Company
grid.424200.0,Company
grid.424201.1,Company
grid.424202.2,Facility
grid.424203.3,Company
grid.424204.4,Company
grid.424205.5,Government
grid.424206.6,Company
grid.424207.7,Nonprofit
grid.424208.8,Company
grid.424209.9,Facility
grid.424210.1,Company
grid.424211.0,Company
grid.424212.3,Nonprofit
grid.424213.2,Government
grid.424214.5,Facility
grid.424215.4,Facility
grid.424216.7,Company
grid.424217.6,Company
grid.424218.9,Company
grid.424219.8,Company
grid.424220.2,Archive
grid.424221.3,Company
grid.424222.0,Other
grid.424223.1,Company
grid.424224.6,Company
grid.424225.7,Company
grid.424226.4,Company
grid.424227.5,Company
grid.424228.a,Company
grid.424230.3,Company
grid.424231.2,Company
grid.424232.1,Company
grid.424233.0,Company
grid.424234.7,Company
grid.424235.6,Company
grid.424236.5,Company
grid.424237.4,Company
grid.424238.b,Company
grid.424239.a,Company
grid.424240.4,Company
grid.424241.5,Company
grid.424242.6,Company
grid.424243.7,Other
grid.424244.0,Company
grid.424245.1,Company
grid.424247.3,Facility
grid.424248.c,Company
grid.424249.d,Company
grid.424250.5,Company
grid.424251.4,Company
grid.424252.7,Healthcare
grid.424253.6,Archive
grid.424254.1,Company
grid.424255.0,Company
grid.424256.3,Company
grid.424257.2,Other
grid.424258.d,Company
grid.424259.c,Company
grid.424260.6,Company
grid.424261.7,Government
grid.424262.4,Company
grid.424263.5,Company
grid.424264.2,Company
grid.424265.3,Nonprofit
grid.424266.0,Other
grid.424267.1,Other
grid.424268.e,Company
grid.424269.f,Nonprofit
grid.424270.7,Company
grid.424271.6,Facility
grid.424272.5,Nonprofit
grid.424273.4,Company
grid.424274.3,Healthcare
grid.424275.2,Company
grid.424276.1,Company
grid.424277.0,Company
grid.424278.f,Company
grid.424279.e,Company
grid.424280.8,Company
grid.424281.9,Nonprofit
grid.424283.b,Nonprofit
grid.424284.c,Government
grid.424285.d,Company
grid.424286.e,Company
grid.424287.f,Company
grid.424288.0,Company
grid.424289.1,Company
grid.424290.9,Company
grid.424291.8,Nonprofit
grid.424292.b,Nonprofit
grid.424293.a,Nonprofit
grid.424294.d,Nonprofit
grid.424295.c,Company
grid.424296.f,Other
grid.424297.e,Facility
grid.424298.1,Company
grid.424299.0,Company
grid.424300.1,Company
grid.424301.0,Other
grid.424302.3,Company
grid.424303.2,Nonprofit
grid.424304.5,Company
grid.424305.4,Nonprofit
grid.424306.7,Company
grid.424307.6,Other
grid.424308.9,Company
grid.424309.8,Other
grid.424310.0,Company
grid.424311.1,Company
grid.424312.2,Company
grid.424313.3,Company
grid.424314.4,Company
grid.424315.5,Company
grid.424316.6,Nonprofit
grid.424317.7,Company
grid.424318.8,Facility
grid.424319.9,Nonprofit
grid.424320.3,Company
grid.424321.2,Other
grid.424322.1,Facility
grid.424323.0,Company
grid.424324.7,Government
grid.424325.6,Other
grid.424326.5,Company
grid.424327.4,Company
grid.424328.b,Company
grid.424329.a,Company
grid.424330.2,Company
grid.424331.3,Company
grid.424332.0,Company
grid.424333.1,Company
grid.424335.7,Company
grid.424336.4,Company
grid.424337.5,Company
grid.424338.a,Other
grid.424339.b,Other
grid.424340.5,Company
grid.424341.4,Company
grid.424342.7,Company
grid.424344.1,Company
grid.424345.0,Company
grid.424347.2,Nonprofit
grid.424348.d,Company
grid.424350.4,Company
grid.424351.5,Nonprofit
grid.424352.6,Facility
grid.424353.7,Company
grid.424354.0,Other
grid.424355.1,Company
grid.424356.2,Facility
grid.424357.3,Company
grid.424358.c,Company
grid.424359.d,Company
grid.424361.6,Company
grid.424362.5,Company
grid.424363.4,Company
grid.424364.3,Company
grid.424365.2,Company
grid.424366.1,Company
grid.424367.0,Nonprofit
grid.424368.f,Education
grid.424369.e,Company
grid.424370.6,Government
grid.424371.7,Company
grid.424372.4,Company
grid.424373.5,Company
grid.424374.2,Company
grid.424375.3,Company
grid.424376.0,Company
grid.424377.1,Company
grid.424378.e,Company
grid.424379.f,Company
grid.424380.9,Company
grid.424382.b,Company
grid.424383.a,Company
grid.424384.d,Company
grid.424385.c,Company
grid.424386.f,Nonprofit
grid.424387.e,Company
grid.424388.1,Company
grid.424391.9,Nonprofit
grid.424392.a,Nonprofit
grid.424394.c,Nonprofit
grid.424395.d,Government
grid.424396.e,Education
grid.424397.f,Government
grid.424398.0,Other
grid.424399.1,Company
grid.424400.6,Facility
grid.424401.7,Education
grid.424402.4,Nonprofit
grid.424403.5,Company
grid.424404.2,Education
grid.424405.3,Facility
grid.424406.0,Nonprofit
grid.424408.e,Company
grid.424409.f,Company
grid.424410.7,Company
grid.424411.6,Company
grid.424412.5,Company
grid.424413.4,Company
grid.424414.3,Other
grid.424415.2,Nonprofit
grid.424416.1,Company
grid.424417.0,Other
grid.424418.f,Company
grid.424419.e,Company
grid.424420.4,Other
grid.424421.5,Nonprofit
grid.424422.6,Company
grid.424423.7,Company
grid.424425.1,Company
grid.424426.2,Other
grid.424427.3,Company
grid.424428.c,Facility
grid.424429.d,Company
grid.424430.5,Facility
grid.424431.4,Education
grid.424432.7,Facility
grid.424433.6,Company
grid.424434.1,Company
grid.424435.0,Education
grid.424436.3,Government
grid.424437.2,Company
grid.424438.d,Government
grid.424440.2,Government
grid.424441.3,Education
grid.424442.0,Company
grid.424443.1,Company
grid.424444.6,Education
grid.424445.7,Government
grid.424446.4,Government
grid.424447.5,Education
grid.424448.a,Nonprofit
grid.424449.b,Other
grid.424450.3,Other
grid.424451.2,Other
grid.424452.1,Nonprofit
grid.424453.0,Education
grid.424454.7,Education
grid.424455.6,Facility
grid.424456.5,Company
grid.424457.4,Nonprofit
grid.424458.b,Education
grid.424459.a,Company
grid.424460.0,Education
grid.424461.1,Nonprofit
grid.424462.2,Education
grid.424463.3,Company
grid.424464.4,Education
grid.424465.5,Education
grid.424466.6,Government
grid.424467.7,Company
grid.424468.8,Nonprofit
grid.424469.9,Education
grid.424470.1,Nonprofit
grid.424471.0,Education
grid.424472.3,Company
grid.424473.2,Company
grid.424474.5,Company
grid.424475.4,Company
grid.424476.7,Company
grid.424477.6,Company
grid.424478.9,Company
grid.424480.e,Company
grid.424481.f,Company
grid.424482.c,Company
grid.424483.d,Facility
grid.424484.a,Company
grid.424485.b,Company
grid.424486.8,Company
grid.424487.9,Company
grid.424488.6,Other
grid.424489.7,Nonprofit
grid.424490.f,Other
grid.424491.e,Other
grid.424493.c,Company
grid.424494.b,Company
grid.424495.a,Company
grid.424496.9,Facility
grid.424497.8,Government
grid.424498.7,Company
grid.424499.6,Company
grid.424500.7,Nonprofit
grid.424502.5,Company
grid.424503.4,Facility
grid.424504.3,Company
grid.424505.2,Other
grid.424506.1,Nonprofit
grid.424507.0,Other
grid.424508.f,Company
grid.424509.e,Education
grid.424510.6,Company
grid.424511.7,Company
grid.424512.4,Government
grid.424513.5,Company
grid.424514.2,Nonprofit
grid.424515.3,Other
grid.424516.0,Company
grid.424517.1,Company
grid.424518.e,Nonprofit
grid.424519.f,Government
grid.424520.5,Nonprofit
grid.424521.4,Company
grid.424522.7,Nonprofit
grid.424523.6,Facility
grid.424524.1,Company
grid.424525.0,Company
grid.424526.3,Company
grid.424527.2,Facility
grid.424528.d,Company
grid.424529.c,Company
grid.424530.4,Company
grid.424531.5,Company
grid.424532.6,Company
grid.424533.7,Company
grid.424534.0,Company
grid.424535.1,Company
grid.424536.2,Company
grid.424537.3,Healthcare
grid.424538.c,Company
grid.424539.d,Government
grid.424540.3,Nonprofit
grid.424541.2,Company
grid.424542.1,Other
grid.424543.0,Facility
grid.424544.7,Government
grid.424545.6,Company
grid.424546.5,Facility
grid.424547.4,Company
grid.424549.a,Company
grid.424550.2,Company
grid.424551.3,Company
grid.424552.0,Company
grid.424553.1,Facility
grid.424554.6,Facility
grid.424555.7,Company
grid.424556.4,Company
grid.424557.5,Company
grid.424558.a,Company
grid.424559.b,Government
grid.424560.1,Company
grid.424562.3,Other
grid.424563.2,Other
grid.424564.5,Other
grid.424565.4,Company
grid.424566.7,Company
grid.424567.6,Company
grid.424569.8,Company
grid.424570.0,Company
grid.424571.1,Company
grid.424572.2,Government
grid.424573.3,Company
grid.424574.4,Company
grid.424575.5,Company
grid.424576.6,Company
grid.424577.7,Company
grid.424578.8,Company
grid.424579.9,Company
grid.424580.f,Company
grid.424581.e,Company
grid.424582.d,Company
grid.424583.c,Company
grid.424584.b,Facility
grid.424585.a,Company
grid.424586.9,Facility
grid.424587.8,Company
grid.424588.7,Nonprofit
grid.424589.6,Company
grid.424590.e,Company
grid.424591.f,Company
grid.424592.c,Healthcare
grid.424593.d,Company
grid.424594.a,Government
grid.424595.b,Company
grid.424596.8,Other
grid.424597.9,Company
grid.424598.6,Company
grid.424599.7,Company
grid.424600.4,Company
grid.424601.5,Company
grid.424602.6,Nonprofit
grid.424603.7,Nonprofit
grid.424604.0,Company
grid.424605.1,Nonprofit
grid.424606.2,Education
grid.424607.3,Company
grid.424608.c,Nonprofit
grid.424609.d,Other
grid.424610.5,Company
grid.424611.4,Facility
grid.424612.7,Facility
grid.424613.6,Nonprofit
grid.424614.1,Company
grid.424615.0,Company
grid.424616.3,Healthcare
grid.424617.2,Healthcare
grid.424618.d,Company
grid.424619.c,Company
grid.424620.6,Facility
grid.424621.7,Company
grid.424622.4,Company
grid.424623.5,Company
grid.424624.2,Company
grid.424625.3,Company
grid.424626.0,Company
grid.424627.1,Company
grid.424628.e,Company
grid.424629.f,Other
grid.424630.7,Government
grid.424631.6,Facility
grid.424632.5,Company
grid.424633.4,Company
grid.424635.2,Company
grid.424636.1,Facility
grid.424637.0,Healthcare
grid.424638.f,Company
grid.424639.e,Company
grid.424640.0,Company
grid.424641.1,Company
grid.424642.2,Nonprofit
grid.424643.3,Company
grid.424644.4,Facility
grid.424645.5,Government
grid.424646.6,Government
grid.424647.7,Government
grid.424648.8,Nonprofit
grid.424650.1,Facility
grid.424651.0,Company
grid.424652.3,Government
grid.424653.2,Education
grid.424654.5,Company
grid.424655.4,Company
grid.424656.7,Company
grid.424657.6,Company
grid.424658.9,Company
grid.424659.8,Government
grid.424660.2,Other
grid.424661.3,Facility
grid.424662.0,Company
grid.424663.1,Company
grid.424664.6,Healthcare
grid.424665.7,Company
grid.424666.4,Education
grid.424667.5,Company
grid.424668.a,Company
grid.424669.b,Government
grid.424670.3,Company
grid.424671.2,Company
grid.424672.1,Company
grid.424673.0,Education
grid.424674.7,Company
grid.424675.6,Company
grid.424676.5,Archive
grid.424677.4,Education
grid.424678.b,Facility
grid.424679.a,Education
grid.424680.c,Other
grid.424681.d,Company
grid.424682.e,Company
grid.424683.f,Company
grid.424684.8,Company
grid.424685.9,Company
grid.424686.a,Other
grid.424687.b,Company
grid.424688.4,Company
grid.424689.5,Company
grid.424691.c,Company
grid.424692.f,Government
grid.424693.e,Company
grid.424694.9,Company
grid.424695.8,Company
grid.424696.b,Government
grid.424697.a,Company
grid.424698.5,Facility
grid.424699.4,Facility
grid.424700.5,Education
grid.424701.4,Company
grid.424702.7,Facility
grid.424703.6,Other
grid.424704.1,Education
grid.424705.0,Education
grid.424706.3,Company
grid.424707.2,Education
grid.424709.c,Company
grid.424710.4,Other
grid.424712.6,Nonprofit
grid.424713.7,Company
grid.424714.0,Other
grid.424715.1,Company
grid.424716.2,Facility
grid.424717.3,Company
grid.424718.c,Nonprofit
grid.424719.d,Company
grid.424720.7,Company
grid.424721.6,Other
grid.424722.5,Company
grid.424723.4,Company
grid.424724.3,Company
grid.424725.2,Education
grid.424726.1,Company
grid.424727.0,Facility
grid.424728.f,Healthcare
grid.424729.e,Company
grid.424730.6,Nonprofit
grid.424731.7,Other
grid.424732.4,Company
grid.424733.5,Education
grid.424734.2,Facility
grid.424735.3,Nonprofit
grid.424736.0,Facility
grid.424737.1,Facility
grid.424738.e,Other
grid.424739.f,Education
grid.424740.1,Company
grid.424741.0,Education
grid.424742.3,Facility
grid.424743.2,Nonprofit
grid.424745.4,Company
grid.424746.7,Company
grid.424747.6,Company
grid.424748.9,Company
grid.424749.8,Nonprofit
grid.424750.0,Company
grid.424751.1,Government
grid.424752.2,Company
grid.424753.3,Education
grid.424754.4,Government
grid.424755.5,Archive
grid.424756.6,Company
grid.424757.7,Other
grid.424758.8,Company
grid.424759.9,Nonprofit
grid.424760.3,Company
grid.424761.2,Other
grid.424762.1,Company
grid.424763.0,Nonprofit
grid.424764.7,Company
grid.424765.6,Education
grid.424766.5,Other
grid.424767.4,Nonprofit
grid.424768.b,Other
grid.424769.a,Other
grid.424771.3,Other
grid.424772.0,Nonprofit
grid.424773.1,Other
grid.424774.6,Nonprofit
grid.424775.7,Company
grid.424776.4,Other
grid.424777.5,Other
grid.424778.a,Nonprofit
grid.424779.b,Facility
grid.424780.d,Government
grid.424781.c,Other
grid.424782.f,Nonprofit
grid.424783.e,Other
grid.424784.9,Company
grid.424785.8,Company
grid.424786.b,Nonprofit
grid.424787.a,Other
grid.424788.5,Nonprofit
grid.424789.4,Facility
grid.424790.c,Other
grid.424791.d,Nonprofit
grid.424792.e,Nonprofit
grid.424793.f,Other
grid.424794.8,Other
grid.424795.9,Facility
grid.424796.a,Nonprofit
grid.424797.b,Company
grid.424798.4,Other
grid.424799.5,Facility
grid.424800.a,Company
grid.424801.b,Company
grid.424802.8,Facility
grid.424803.9,Company
grid.424804.e,Other
grid.424805.f,Facility
grid.424806.c,Nonprofit
grid.424807.d,Company
grid.424808.2,Company
grid.424810.b,Other
grid.424811.a,Nonprofit
grid.424812.9,Company
grid.424814.f,Nonprofit
grid.424815.e,Company
grid.424816.d,Company
grid.424817.c,Nonprofit
grid.424818.3,Company
grid.424819.2,Nonprofit
grid.424820.8,Company
grid.424821.9,Other
grid.424822.a,Nonprofit
grid.424823.b,Facility
grid.424824.c,Other
grid.424825.d,Nonprofit
grid.424826.e,Other
grid.424827.f,Company
grid.424828.0,Nonprofit
grid.424829.1,Government
grid.424830.9,Company
grid.424831.8,Facility
grid.424832.b,Other
grid.424833.a,Healthcare
grid.424834.d,Nonprofit
grid.424835.c,Healthcare
grid.424836.f,Company
grid.424837.e,Education
grid.424838.1,Other
grid.424839.0,Nonprofit
grid.424840.e,Company
grid.424841.f,Nonprofit
grid.424842.c,Other
grid.424843.d,Nonprofit
grid.424844.a,Other
grid.424845.b,Nonprofit
grid.424846.8,Company
grid.424847.9,Other
grid.424848.6,Facility
grid.424849.7,Company
grid.424850.f,Nonprofit
grid.424851.e,Nonprofit
grid.424852.d,Company
grid.424853.c,Company
grid.424854.b,Nonprofit
grid.424855.a,Nonprofit
grid.424856.9,Facility
grid.424857.8,Nonprofit
grid.424858.7,Other
grid.424859.6,Facility
grid.424860.c,Nonprofit
grid.424861.d,Nonprofit
grid.424862.e,Nonprofit
grid.424863.f,Education
grid.424864.8,Other
grid.424865.9,Company
grid.424866.a,Company
grid.424867.b,Facility
grid.424868.4,Healthcare
grid.424869.5,Company
grid.424870.d,Company
grid.424871.c,Facility
grid.424872.f,Other
grid.424873.e,Nonprofit
grid.424874.9,Facility
grid.424875.8,Company
grid.424876.b,Other
grid.424877.a,Facility
grid.424878.5,Nonprofit
grid.424879.4,Nonprofit
grid.424880.2,Other
grid.424881.3,Facility
grid.424882.0,Nonprofit
grid.424883.1,Nonprofit
grid.424884.6,Facility
grid.424885.7,Facility
grid.424886.4,Facility
grid.424888.a,Facility
grid.424889.b,Education
grid.424890.3,Facility
grid.424891.2,Company
grid.424893.0,Company
grid.424894.7,Other
grid.424895.6,Company
grid.424896.5,Company
grid.424897.4,Company
grid.424898.b,Company
grid.424899.a,Company
grid.424900.b,Company
grid.424901.a,Nonprofit
grid.424903.8,Company
grid.424904.f,Company
grid.424905.e,Facility
grid.424906.d,Facility
grid.424907.c,Facility
grid.424908.3,Company
grid.424909.2,Company
grid.424910.a,Facility
grid.424911.b,Company
grid.424912.8,Company
grid.424913.9,Facility
grid.424914.e,Other
grid.424915.f,Facility
grid.424916.c,Company
grid.424917.d,Education
grid.424918.2,Nonprofit
grid.424919.3,Company
grid.424920.9,Facility
grid.424921.8,Company
grid.424922.b,Nonprofit
grid.424923.a,Facility
grid.424924.d,Nonprofit
grid.424925.c,Other
grid.424926.f,Healthcare
grid.424927.e,Company
grid.424928.1,Facility
grid.424929.0,Other
grid.424930.8,Facility
grid.424931.9,Facility
grid.424933.b,Company
grid.424934.c,Company
grid.424935.d,Company
grid.424936.e,Facility
grid.424937.f,Company
grid.424938.0,Government
grid.424939.1,Facility
grid.424940.f,Government
grid.424941.e,Government
grid.424942.d,Nonprofit
grid.424943.c,Government
grid.424944.b,Company
grid.424945.a,Facility
grid.424946.9,Government
grid.424947.8,Other
grid.424948.7,Company
grid.424949.6,Facility
grid.424950.e,Facility
grid.424951.f,Company
grid.424952.c,Company
grid.424953.d,Company
grid.424954.a,Facility
grid.424955.b,Facility
grid.424956.8,Company
grid.424957.9,Company
grid.424958.6,Company
grid.424959.7,Company
grid.424960.d,Facility
grid.424961.c,Company
grid.424962.f,Company
grid.424963.e,Company
grid.424964.9,Facility
grid.424965.8,Other
grid.424966.b,Company
grid.424967.a,Facility
grid.424968.5,Company
grid.424969.4,Government
grid.424970.c,Government
grid.424971.d,Facility
grid.424972.e,Government
grid.424973.f,Company
grid.424974.8,Company
grid.424975.9,Facility
grid.424976.a,Facility
